,n_features,marker,algo,Pearson,Spearman,Pvalue(Pearson),Pvalue(Spearman),MAPE,Method
Decision Tree_152Sm_GATM_1_(Sm152Di)_shap_20,20.0,152Sm_GATM_1_(Sm152Di),Decision Tree,0.07087711722392917,-0.12252252252252253,0.6812399200540717,0.47653912135165033,0.3904441186279196,shap
Decision Tree_152Sm_GATM_1_(Sm152Di)_shap_40,40.0,152Sm_GATM_1_(Sm152Di),Decision Tree,0.1617088362548663,0.05353925353925355,0.3460736148592843,0.7564688992803434,0.35996971591625765,shap
Decision Tree_152Sm_GATM_1_(Sm152Di)_shap_60,60.0,152Sm_GATM_1_(Sm152Di),Decision Tree,0.12942418823198976,-0.03500643500643501,0.4518633541778772,0.8393789486623451,0.34727052739539954,shap
Decision Tree_152Sm_GATM_1_(Sm152Di)_shap_61,61.0,152Sm_GATM_1_(Sm152Di),Decision Tree,0.08980734994046799,-0.031402831402831406,0.6024490283290661,0.8557301949329057,0.36317239573846344,shap
Decision Tree_153Eu_VGLUT_(Eu153Di)_shap_5,5.0,153Eu_VGLUT_(Eu153Di),Decision Tree,-0.14742173075621842,-0.15855855855855858,0.39088370901747327,0.3556748124446605,0.1755890716780329,shap
Decision Tree_153Eu_VGLUT_(Eu153Di)_shap_10,10.0,153Eu_VGLUT_(Eu153Di),Decision Tree,-0.24499248827965964,-0.09034749034749036,0.14983044575592364,0.600259342775709,0.16070977608513912,shap
Decision Tree_153Eu_VGLUT_(Eu153Di)_shap_20,20.0,153Eu_VGLUT_(Eu153Di),Decision Tree,-0.1719630920607253,-0.16061776061776062,0.3159277955999127,0.3493809099248242,0.16026455053343655,shap
Decision Tree_153Eu_VGLUT_(Eu153Di)_shap_40,40.0,153Eu_VGLUT_(Eu153Di),Decision Tree,-0.3575130143313192,-0.27722007722007724,0.032298932692435015,0.10165539622965467,0.17378416936587118,shap
Decision Tree_153Eu_VGLUT_(Eu153Di)_shap_60,60.0,153Eu_VGLUT_(Eu153Di),Decision Tree,-0.3092033677184723,-0.37194337194337196,0.06650496958080016,0.025501319756529438,0.18759030434368257,shap
Decision Tree_153Eu_VGLUT_(Eu153Di)_shap_61,61.0,153Eu_VGLUT_(Eu153Di),Decision Tree,-0.3393059214042621,-0.3866151866151866,0.04291976413553235,0.01984760895970967,0.18978329721163684,shap
Decision Tree_154Sm_DAT_(Sm154Di)_shap_5,5.0,154Sm_DAT_(Sm154Di),Decision Tree,0.5337776740877689,0.48674388674388674,0.0008003369994683544,0.0026095085215456213,0.07114360752184036,shap
Decision Tree_154Sm_DAT_(Sm154Di)_shap_10,10.0,154Sm_DAT_(Sm154Di),Decision Tree,0.46331580435304764,0.26924066924066925,0.0044307105294517125,0.11230599534002032,0.07330029999832059,shap
Decision Tree_154Sm_DAT_(Sm154Di)_shap_20,20.0,154Sm_DAT_(Sm154Di),Decision Tree,0.46216870644760094,0.3438867438867439,0.004542835399386081,0.040013758065284254,0.07413431865460289,shap
Decision Tree_154Sm_DAT_(Sm154Di)_shap_40,40.0,154Sm_DAT_(Sm154Di),Decision Tree,0.4345422732689683,0.23320463320463325,0.008090734684696189,0.17105992915345275,0.07804476153403306,shap
Decision Tree_154Sm_DAT_(Sm154Di)_shap_60,60.0,154Sm_DAT_(Sm154Di),Decision Tree,0.34239025499989806,0.09111969111969112,0.04094503370670491,0.5971348899233004,0.08205610732961649,shap
Decision Tree_154Sm_DAT_(Sm154Di)_shap_61,61.0,154Sm_DAT_(Sm154Di),Decision Tree,0.33738852379000495,0.08442728442728444,0.044185633268826706,0.6244439950368661,0.0833060701978539,shap
Decision Tree_158Gd_p-Tau_S202_T205_(Gd158Di)_shap_5,5.0,158Gd_p-Tau_S202_T205_(Gd158Di),Decision Tree,0.29134578169413045,0.37117117117117115,0.08470671655864473,0.025832369178064238,0.08447256264050397,shap
Decision Tree_158Gd_p-Tau_S202_T205_(Gd158Di)_shap_10,10.0,158Gd_p-Tau_S202_T205_(Gd158Di),Decision Tree,0.20606022448862482,0.2571428571428572,0.22792566339686782,0.13002689628386027,0.09773342863502939,shap
Decision Tree_158Gd_p-Tau_S202_T205_(Gd158Di)_shap_20,20.0,158Gd_p-Tau_S202_T205_(Gd158Di),Decision Tree,0.23454920932274909,0.23063063063063063,0.16853529165339903,0.17596821609059968,0.09121531145298516,shap
Decision Tree_158Gd_p-Tau_S202_T205_(Gd158Di)_shap_40,40.0,158Gd_p-Tau_S202_T205_(Gd158Di),Decision Tree,-0.04554499974121591,0.023423423423423427,0.7919628362850464,0.8921382490082715,0.09551115806332956,shap
Decision Tree_158Gd_p-Tau_S202_T205_(Gd158Di)_shap_60,60.0,158Gd_p-Tau_S202_T205_(Gd158Di),Decision Tree,-0.13835118837723054,-0.12535392535392537,0.42099745368275066,0.4663315937580872,0.10541936619698006,shap
Decision Tree_158Gd_p-Tau_S202_T205_(Gd158Di)_shap_61,61.0,158Gd_p-Tau_S202_T205_(Gd158Di),Decision Tree,-0.1147213682297087,-0.08571428571428573,0.5052571189175331,0.6191523108231269,0.10434685200818364,shap
Decision Tree_159Tb_a-Synuclein_pS129_(Tb159Di)_shap_5,5.0,159Tb_a-Synuclein_pS129_(Tb159Di),Decision Tree,0.38255676469039834,0.37117117117117115,0.021295340384437818,0.025832369178064238,0.10461248663167277,shap
Decision Tree_159Tb_a-Synuclein_pS129_(Tb159Di)_shap_10,10.0,159Tb_a-Synuclein_pS129_(Tb159Di),Decision Tree,0.3407131147308132,0.33281853281853285,0.042009488157634216,0.04732428845498002,0.10087561828624175,shap
Decision Tree_159Tb_a-Synuclein_pS129_(Tb159Di)_shap_20,20.0,159Tb_a-Synuclein_pS129_(Tb159Di),Decision Tree,0.26423828556027407,0.24092664092664096,0.11939872871917963,0.15692400040619714,0.1023670403025678,shap
Decision Tree_159Tb_a-Synuclein_pS129_(Tb159Di)_shap_40,40.0,159Tb_a-Synuclein_pS129_(Tb159Di),Decision Tree,0.2011705807046056,0.24993564993564996,0.23939498090043998,0.14152447392757675,0.1020522149057254,shap
Decision Tree_159Tb_a-Synuclein_pS129_(Tb159Di)_shap_60,60.0,159Tb_a-Synuclein_pS129_(Tb159Di),Decision Tree,0.13590639943977756,0.12586872586872588,0.42933074660179493,0.46448822095019704,0.10556449310824148,shap
Decision Tree_159Tb_a-Synuclein_pS129_(Tb159Di)_shap_61,61.0,159Tb_a-Synuclein_pS129_(Tb159Di),Decision Tree,0.14782982314692078,0.1402831402831403,0.3895589565577224,0.4144768685276058,0.10800940371713591,shap
Decision Tree_160Gd_DJ-1_PARK7_(Gd160Di)_shap_5,5.0,160Gd_DJ-1_PARK7_(Gd160Di),Decision Tree,0.35041513276776226,0.2712998712998713,0.03614969139560956,0.1094803347232559,0.09728825298578324,shap
Decision Tree_160Gd_DJ-1_PARK7_(Gd160Di)_shap_10,10.0,160Gd_DJ-1_PARK7_(Gd160Di),Decision Tree,-0.1622271710062385,-0.20102960102960102,0.34450912320389293,0.23973132846842632,0.1342302121216845,shap
Decision Tree_160Gd_DJ-1_PARK7_(Gd160Di)_shap_20,20.0,160Gd_DJ-1_PARK7_(Gd160Di),Decision Tree,-0.19998913360987963,-0.16653796653796654,0.24222350163537587,0.33166533320973246,0.13470858688240034,shap
Decision Tree_160Gd_DJ-1_PARK7_(Gd160Di)_shap_40,40.0,160Gd_DJ-1_PARK7_(Gd160Di),Decision Tree,-0.29214891881645844,-0.10604890604890606,0.08381314432111409,0.538173493852648,0.12096989323380297,shap
Decision Tree_160Gd_DJ-1_PARK7_(Gd160Di)_shap_60,60.0,160Gd_DJ-1_PARK7_(Gd160Di),Decision Tree,-0.2585486164023596,-0.19819819819819823,0.12786744165691286,0.24655386578161156,0.12949787030913512,shap
Decision Tree_160Gd_DJ-1_PARK7_(Gd160Di)_shap_61,61.0,160Gd_DJ-1_PARK7_(Gd160Di),Decision Tree,-0.2605608978111282,-0.15933075933075935,0.12482278528988758,0.3533066410307767,0.12810233933642906,shap
Decision Tree_161Dy_b-Amyloid_X42_(Dy161Di)_shap_5,5.0,161Dy_b-Amyloid_X42_(Dy161Di),Decision Tree,0.4071841666017385,0.38764478764478766,0.013711203141024845,0.019493670931844106,0.07286180734052339,shap
Decision Tree_161Dy_b-Amyloid_X42_(Dy161Di)_shap_10,10.0,161Dy_b-Amyloid_X42_(Dy161Di),Decision Tree,0.4864777624135268,0.48751608751608755,0.0026257968170042122,0.002562743574202705,0.07200541700086001,shap
Decision Tree_161Dy_b-Amyloid_X42_(Dy161Di)_shap_20,20.0,161Dy_b-Amyloid_X42_(Dy161Di),Decision Tree,0.1683698539750971,0.21544401544401545,0.3262980609513546,0.20697563590073378,0.08355716303505217,shap
Decision Tree_161Dy_b-Amyloid_X42_(Dy161Di)_shap_40,40.0,161Dy_b-Amyloid_X42_(Dy161Di),Decision Tree,0.14319904677240458,0.1837837837837838,0.4047441644443708,0.2832897009715988,0.08869694006280665,shap
Decision Tree_161Dy_b-Amyloid_X42_(Dy161Di)_shap_60,60.0,161Dy_b-Amyloid_X42_(Dy161Di),Decision Tree,0.20214326438440883,0.2362934362934363,0.23708302616708582,0.16530019357176415,0.08731343448747059,shap
Decision Tree_161Dy_b-Amyloid_X42_(Dy161Di)_shap_61,61.0,161Dy_b-Amyloid_X42_(Dy161Di),Decision Tree,0.23393358478698503,0.22496782496782497,0.16968788106269447,0.18711763588752972,0.08581216643940058,shap
Decision Tree_162Dy_Calreticulin_(Dy162Di)_shap_5,5.0,162Dy_Calreticulin_(Dy162Di),Decision Tree,0.31536918072474857,0.28494208494208495,0.060990393583545355,0.09209710330396205,0.05709273660494634,shap
Decision Tree_162Dy_Calreticulin_(Dy162Di)_shap_10,10.0,162Dy_Calreticulin_(Dy162Di),Decision Tree,0.1883089287029831,0.15392535392535395,0.27139533152532025,0.37008372985369364,0.061204662238411776,shap
Decision Tree_162Dy_Calreticulin_(Dy162Di)_shap_20,20.0,162Dy_Calreticulin_(Dy162Di),Decision Tree,0.5133722669578413,0.49034749034749037,0.0013644772285532948,0.002397471901900644,0.04869785795974373,shap
Decision Tree_162Dy_Calreticulin_(Dy162Di)_shap_40,40.0,162Dy_Calreticulin_(Dy162Di),Decision Tree,0.23865175088062396,0.23166023166023167,0.16099742654864546,0.17399300747533053,0.054797185431738664,shap
Decision Tree_162Dy_Calreticulin_(Dy162Di)_shap_60,60.0,162Dy_Calreticulin_(Dy162Di),Decision Tree,0.011473213630192011,-0.044272844272844274,0.9470498865593393,0.7976513335542895,0.0671402504881109,shap
Decision Tree_162Dy_Calreticulin_(Dy162Di)_shap_61,61.0,162Dy_Calreticulin_(Dy162Di),Decision Tree,0.1572426126837329,0.09601029601029601,0.3597325004226297,0.5775130715932626,0.060573955686270914,shap
Decision Tree_164Dy_GBA1_(Dy164Di)_shap_5,5.0,164Dy_GBA1_(Dy164Di),Decision Tree,0.24270651539640792,0.3338481338481339,0.15378937613250987,0.04660198923431673,0.09961849748344458,shap
Decision Tree_164Dy_GBA1_(Dy164Di)_shap_10,10.0,164Dy_GBA1_(Dy164Di),Decision Tree,0.37145568848402377,0.42985842985842987,0.025709983628681106,0.00888207510794622,0.09501848972135066,shap
Decision Tree_164Dy_GBA1_(Dy164Di)_shap_20,20.0,164Dy_GBA1_(Dy164Di),Decision Tree,-0.20480364625761852,-0.20386100386100386,0.23083676429856537,0.23303706834794147,0.12976771188979122,shap
Decision Tree_164Dy_GBA1_(Dy164Di)_shap_40,40.0,164Dy_GBA1_(Dy164Di),Decision Tree,0.27850681862857357,0.25534105534105533,0.10001238740252234,0.13283410949442456,0.10348753982276021,shap
Decision Tree_164Dy_GBA1_(Dy164Di)_shap_60,60.0,164Dy_GBA1_(Dy164Di),Decision Tree,0.2171289154675109,0.1541827541827542,0.2033602627740928,0.36927426902855764,0.10579100181826011,shap
Decision Tree_164Dy_GBA1_(Dy164Di)_shap_61,61.0,164Dy_GBA1_(Dy164Di),Decision Tree,0.06316668912908442,0.09240669240669241,0.7143722327347823,0.5919432370371803,0.1123102240358828,shap
Decision Tree_165Ho_3NT_(Ho165Di)_shap_5,5.0,165Ho_3NT_(Ho165Di),Decision Tree,0.24920630638880448,0.18095238095238098,0.14272825616769091,0.29090096872166976,0.15551918600512163,shap
Decision Tree_165Ho_3NT_(Ho165Di)_shap_10,10.0,165Ho_3NT_(Ho165Di),Decision Tree,0.18048515895796452,0.11814671814671815,0.2921694424540806,0.4925414193299976,0.16176546208127102,shap
Decision Tree_165Ho_3NT_(Ho165Di)_shap_20,20.0,165Ho_3NT_(Ho165Di),Decision Tree,0.2582606675642001,-0.013384813384813388,0.12830758998552277,0.9382432925559079,0.1534028126942114,shap
Decision Tree_165Ho_3NT_(Ho165Di)_shap_40,40.0,165Ho_3NT_(Ho165Di),Decision Tree,0.2531853993485155,0.09678249678249677,0.13625120534177482,0.5744416072488272,0.15505314086372535,shap
Decision Tree_165Ho_3NT_(Ho165Di)_shap_60,60.0,165Ho_3NT_(Ho165Di),Decision Tree,0.21536268145489035,-0.02187902187902188,0.20715127806296485,0.8992124820038562,0.15793584128771518,shap
Decision Tree_165Ho_3NT_(Ho165Di)_shap_61,61.0,165Ho_3NT_(Ho165Di),Decision Tree,0.22217470907251688,-0.004375804375804376,0.19279664080081926,0.9797930769598763,0.16009469979740099,shap
Decision Tree_166Er_PrP_CD230_(Er166Di)_shap_5,5.0,166Er_PrP_CD230_(Er166Di),Decision Tree,0.012447011268422271,0.035263835263835266,0.9425628380614093,0.8382134487393156,0.6090363452840845,shap
Decision Tree_166Er_PrP_CD230_(Er166Di)_shap_10,10.0,166Er_PrP_CD230_(Er166Di),Decision Tree,0.03157932043728619,0.068983268983269,0.8549279444713547,0.6893265182200805,0.5464612206250445,shap
Decision Tree_166Er_PrP_CD230_(Er166Di)_shap_20,20.0,166Er_PrP_CD230_(Er166Di),Decision Tree,-0.33998995137562504,-0.32123552123552124,0.042475314901828085,0.05608565473282904,0.7150683485413425,shap
Decision Tree_166Er_PrP_CD230_(Er166Di)_shap_40,40.0,166Er_PrP_CD230_(Er166Di),Decision Tree,-0.4063661861947436,-0.43423423423423424,0.01392029447370675,0.00814085976010939,0.7855740645619028,shap
Decision Tree_166Er_PrP_CD230_(Er166Di)_shap_60,60.0,166Er_PrP_CD230_(Er166Di),Decision Tree,-0.4364288087678518,-0.4682110682110682,0.007789469315960202,0.003978696246619909,0.8206078452076679,shap
Decision Tree_166Er_PrP_CD230_(Er166Di)_shap_61,61.0,166Er_PrP_CD230_(Er166Di),Decision Tree,-0.4167341959889471,-0.46409266409266414,0.01145960182418885,0.004356141992479954,0.7856832187582631,shap
Decision Tree_167Er_ApoE_(Er167Di)_shap_5,5.0,167Er_ApoE_(Er167Di),Decision Tree,0.2684479515387705,0.13693693693693695,0.1134082880285884,0.4258069563519761,0.10096687082601524,shap
Decision Tree_167Er_ApoE_(Er167Di)_shap_10,10.0,167Er_ApoE_(Er167Di),Decision Tree,0.15619029069984244,0.09806949806949808,0.36299720406640545,0.569338978660967,0.10921175310603086,shap
Decision Tree_167Er_ApoE_(Er167Di)_shap_20,20.0,167Er_ApoE_(Er167Di),Decision Tree,0.009514383558501364,0.03423423423423424,0.9560804729799774,0.8428774580277651,0.11253245631218221,shap
Decision Tree_167Er_ApoE_(Er167Di)_shap_40,40.0,167Er_ApoE_(Er167Di),Decision Tree,-0.312307778080733,-0.35109395109395114,0.06368139663461964,0.03576597807203661,0.13353381604239992,shap
Decision Tree_167Er_ApoE_(Er167Di)_shap_60,60.0,167Er_ApoE_(Er167Di),Decision Tree,-0.34697954207783693,-0.3256113256113256,0.038143439301474444,0.05263558436215685,0.1345181370487558,shap
Decision Tree_167Er_ApoE_(Er167Di)_shap_61,61.0,167Er_ApoE_(Er167Di),Decision Tree,-0.34902939424250795,-0.355984555984556,0.03694340661789833,0.03309844725934107,0.13253146139234687,shap
Decision Tree_168Er_b-Amyloid_X40_(Er168Di)_shap_5,5.0,168Er_b-Amyloid_X40_(Er168Di),Decision Tree,0.5924829766133859,0.4424710424710425,0.00014060299277900094,0.0068882683110005356,0.10295243665939176,shap
Decision Tree_168Er_b-Amyloid_X40_(Er168Di)_shap_10,10.0,168Er_b-Amyloid_X40_(Er168Di),Decision Tree,0.48071188081265326,0.3873873873873875,0.003001159983870702,0.019581658075831617,0.1164503153206034,shap
Decision Tree_168Er_b-Amyloid_X40_(Er168Di)_shap_20,20.0,168Er_b-Amyloid_X40_(Er168Di),Decision Tree,0.41769785236101337,0.3191763191763192,0.011250907422666497,0.05777025593768469,0.11823839267771226,shap
Decision Tree_168Er_b-Amyloid_X40_(Er168Di)_shap_40,40.0,168Er_b-Amyloid_X40_(Er168Di),Decision Tree,0.42695515035659337,0.3485199485199485,0.009404992749113333,0.037238742396576784,0.11694699647583591,shap
Decision Tree_168Er_b-Amyloid_X40_(Er168Di)_shap_60,60.0,168Er_b-Amyloid_X40_(Er168Di),Decision Tree,0.40542429123229107,0.2005148005148005,0.014164383371085177,0.24096223465198793,0.1227626338852915,shap
Decision Tree_168Er_b-Amyloid_X40_(Er168Di)_shap_61,61.0,168Er_b-Amyloid_X40_(Er168Di),Decision Tree,0.4391005739001869,0.20102960102960102,0.007379254776467835,0.23973132846842632,0.12048351625395447,shap
Decision Tree_169Tm_GAD65_(Tm169Di)_shap_5,5.0,169Tm_GAD65_(Tm169Di),Decision Tree,0.3516131800647257,0.37065637065637064,0.035474719603989784,0.026055033873351473,0.12334360368141822,shap
Decision Tree_169Tm_GAD65_(Tm169Di)_shap_10,10.0,169Tm_GAD65_(Tm169Di),Decision Tree,-0.2538012071796111,-0.14208494208494207,0.13526849910463434,0.40844730828481446,0.15343243519153515,shap
Decision Tree_169Tm_GAD65_(Tm169Di)_shap_20,20.0,169Tm_GAD65_(Tm169Di),Decision Tree,-0.0737838104197567,-0.13333333333333333,0.6688965794133791,0.4381992984761931,0.148305290391436,shap
Decision Tree_169Tm_GAD65_(Tm169Di)_shap_40,40.0,169Tm_GAD65_(Tm169Di),Decision Tree,-0.3345888139344844,-0.31145431145431146,0.046087877710692435,0.06444805499788918,0.1645343533389172,shap
Decision Tree_169Tm_GAD65_(Tm169Di)_shap_60,60.0,169Tm_GAD65_(Tm169Di),Decision Tree,-0.35776775669946537,-0.3778635778635779,0.0321672297125571,0.023077923742797418,0.16210997244729272,shap
Decision Tree_169Tm_GAD65_(Tm169Di)_shap_61,61.0,169Tm_GAD65_(Tm169Di),Decision Tree,-0.4189928104306316,-0.4113256113256114,0.010975545499233571,0.012692767574948048,0.16770770843327298,shap
Decision Tree_170Er_GAMT_2_(Er170Di)_shap_5,5.0,170Er_GAMT_2_(Er170Di),Decision Tree,0.414682252086375,0.3518661518661519,0.011914929557572996,0.03533351820606963,0.07483992218362262,shap
Decision Tree_170Er_GAMT_2_(Er170Di)_shap_10,10.0,170Er_GAMT_2_(Er170Di),Decision Tree,0.2872182788062394,0.34929214929214936,0.08941558294299234,0.036791828441339734,0.07985830621935461,shap
Decision Tree_170Er_GAMT_2_(Er170Di)_shap_20,20.0,170Er_GAMT_2_(Er170Di),Decision Tree,0.34474819704402804,0.43423423423423424,0.03948549887383,0.00814085976010939,0.07716928854670187,shap
Decision Tree_170Er_GAMT_2_(Er170Di)_shap_40,40.0,170Er_GAMT_2_(Er170Di),Decision Tree,0.2898535421916942,0.33075933075933084,0.08638650531129037,0.048795849022449544,0.07861400639749223,shap
Decision Tree_170Er_GAMT_2_(Er170Di)_shap_60,60.0,170Er_GAMT_2_(Er170Di),Decision Tree,0.22928388855534015,0.28442728442728443,0.17857586688812221,0.09271204085142322,0.08055630683101696,shap
Decision Tree_170Er_GAMT_2_(Er170Di)_shap_61,61.0,170Er_GAMT_2_(Er170Di),Decision Tree,0.25076027420032965,0.3472329472329473,0.14017242304688127,0.037993397578901494,0.07774949798935046,shap
Decision Tree_171Yb_LC3B_(Yb171Di)_shap_5,5.0,171Yb_LC3B_(Yb171Di),Decision Tree,0.4083353343833558,0.5178893178893179,0.013421433245088894,0.001215945405607398,0.07411844436218996,shap
Decision Tree_171Yb_LC3B_(Yb171Di)_shap_10,10.0,171Yb_LC3B_(Yb171Di),Decision Tree,0.35792916252671564,0.42651222651222653,0.0320840098050026,0.00948702901395394,0.07790148482145216,shap
Decision Tree_171Yb_LC3B_(Yb171Di)_shap_20,20.0,171Yb_LC3B_(Yb171Di),Decision Tree,0.35762774076613674,0.4131274131274132,0.03223956410126764,0.012270064944360858,0.0851398464181051,shap
Decision Tree_171Yb_LC3B_(Yb171Di)_shap_40,40.0,171Yb_LC3B_(Yb171Di),Decision Tree,0.23999411207734142,0.3045045045045045,0.1585846678244281,0.07096500517731698,0.08222047292807709,shap
Decision Tree_171Yb_LC3B_(Yb171Di)_shap_60,60.0,171Yb_LC3B_(Yb171Di),Decision Tree,0.14359385324770885,0.19691119691119693,0.4034364942613008,0.24969754772209238,0.09574951312012779,shap
Decision Tree_171Yb_LC3B_(Yb171Di)_shap_61,61.0,171Yb_LC3B_(Yb171Di),Decision Tree,0.1480345139337451,0.22471042471042474,0.38889547132990315,0.18763599406858558,0.09105287822522833,shap
Decision Tree_173Yb_APP_(Yb173Di)_shap_5,5.0,173Yb_APP_(Yb173Di),Decision Tree,-0.04278168175326244,0.025482625482625483,0.8043321990302095,0.8827187682882669,0.22571814260618284,shap
Decision Tree_173Yb_APP_(Yb173Di)_shap_10,10.0,173Yb_APP_(Yb173Di),Decision Tree,0.006771521320810544,-0.06924066924066924,0.9687344055918821,0.6882254206876419,0.24291303918571583,shap
Decision Tree_173Yb_APP_(Yb173Di)_shap_20,20.0,173Yb_APP_(Yb173Di),Decision Tree,-0.214160498866698,-0.1891891891891892,0.2097594657960768,0.269120106836639,0.24489795428117875,shap
Decision Tree_173Yb_APP_(Yb173Di)_shap_40,40.0,173Yb_APP_(Yb173Di),Decision Tree,-0.42563323843393147,-0.39588159588159594,0.009651636381156698,0.016847241760859312,0.2720836162864603,shap
Decision Tree_173Yb_APP_(Yb173Di)_shap_60,60.0,173Yb_APP_(Yb173Di),Decision Tree,-0.5218807006549255,-0.5199485199485201,0.0010967570584444692,0.0011531011907624272,0.27635443335720733,shap
Decision Tree_173Yb_APP_(Yb173Di)_shap_61,61.0,173Yb_APP_(Yb173Di),Decision Tree,-0.5370980826430293,-0.5101673101673102,0.000731441021757725,0.0014793326579279169,0.27607344926831984,shap
Decision Tree_174Yb_K48-Ubiquitin_(Yb174Di)_shap_5,5.0,174Yb_K48-Ubiquitin_(Yb174Di),Decision Tree,0.4376342013287828,0.46949806949806955,0.00760204429574037,0.003866713592021195,0.1274453277386503,shap
Decision Tree_174Yb_K48-Ubiquitin_(Yb174Di)_shap_10,10.0,174Yb_K48-Ubiquitin_(Yb174Di),Decision Tree,0.4396389864914792,0.42419562419562423,0.007298867876705686,0.009926095248905172,0.12530031109109943,shap
Decision Tree_174Yb_K48-Ubiquitin_(Yb174Di)_shap_20,20.0,174Yb_K48-Ubiquitin_(Yb174Di),Decision Tree,0.29112551994401303,0.24890604890604892,0.08495306155353922,0.14322600615965353,0.1337228322945746,shap
Decision Tree_174Yb_K48-Ubiquitin_(Yb174Di)_shap_40,40.0,174Yb_K48-Ubiquitin_(Yb174Di),Decision Tree,0.16163154389740075,0.16396396396396398,0.34630727641324627,0.33929844008208443,0.14505311098725704,shap
Decision Tree_174Yb_K48-Ubiquitin_(Yb174Di)_shap_60,60.0,174Yb_K48-Ubiquitin_(Yb174Di),Decision Tree,0.18364809918428115,0.13462033462033463,0.2836514756618327,0.4337508942024785,0.14902987570735723,shap
Decision Tree_174Yb_K48-Ubiquitin_(Yb174Di)_shap_61,61.0,174Yb_K48-Ubiquitin_(Yb174Di),Decision Tree,0.1543123339250684,0.04504504504504505,0.36886717064739916,0.794197160856104,0.15285693883896193,shap
Decision Tree_176Lu_SLC6A8_(Lu176Di)_shap_5,5.0,176Lu_SLC6A8_(Lu176Di),Decision Tree,0.1077635232365932,0.08803088803088803,0.5315851087648352,0.6096747634235227,0.09166482390946812,shap
Decision Tree_176Lu_SLC6A8_(Lu176Di)_shap_10,10.0,176Lu_SLC6A8_(Lu176Di),Decision Tree,0.25900552750558337,0.26435006435006436,0.12717132632840156,0.11923666591198817,0.08428458700760105,shap
Decision Tree_176Lu_SLC6A8_(Lu176Di)_shap_20,20.0,176Lu_SLC6A8_(Lu176Di),Decision Tree,0.07090917808635236,0.04144144144144144,0.6811033200595188,0.8103485706964579,0.0959637610963803,shap
Decision Tree_176Lu_SLC6A8_(Lu176Di)_shap_40,40.0,176Lu_SLC6A8_(Lu176Di),Decision Tree,-0.09938643121205128,-0.13075933075933077,0.5641391762758919,0.4471708117565444,0.1042167935007588,shap
Decision Tree_176Lu_SLC6A8_(Lu176Di)_shap_60,60.0,176Lu_SLC6A8_(Lu176Di),Decision Tree,-0.2034417766345787,-0.20514800514800519,0.2340201720189356,0.23003649407460333,0.11017057583871509,shap
Decision Tree_176Lu_SLC6A8_(Lu176Di)_shap_61,61.0,176Lu_SLC6A8_(Lu176Di),Decision Tree,-0.15595016816760843,-0.17683397683397684,0.3637446296231519,0.3022041671359695,0.11018887062956129,shap
